apps/erpnext/erpnext/accounts/report/balance_sheet/balance_sheet.py +59,Total (Credit),(الإجمالي (دائن
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +10,Apparel & Accessories,ملابس و إكسسوارات
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.py +67,Number of Order,رقم الأمر
DocType: Item Group,HTML / Banner that will show on the top of product list.,بانر الذي سوف يظهر في الجزء العلوي من قائمة المنتجات / HTML ـ
DocType: Shipping Rule,Specify conditions to calculate shipping amount,تحديد الشروط لحساب قيمة الشحن
DocType: Accounts Settings,Role Allowed to Set Frozen Accounts & Edit Frozen Entries,الدور الوظيفي للسماح بتحديد الحسابات وتعديل القيود المجمدة
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +28,Cannot convert Cost Center to ledger as it has child nodes,لا يمكن تحويل مركز التكلفة إلى دفتر الأستاذ حيث أن له مراكز تابعة
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +47,Opening Value,قيمة إفتتاحية
DocType: Salary Detail,Formula,معادلة أو صيغة
apps/erpnext/erpnext/stock/report/stock_ledger/stock_ledger.py +37,Serial #,# السيريال
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +92,Commission on Sales,عمولة على المبيعات
DocType: Offer Letter Term,Value / Description,القيمة / الوصف
apps/erpnext/erpnext/controllers/accounts_controller.py +571,"Row #{0}: Asset {1} cannot be submitted, it is already {2}",الصف # {0}: الأصل {1} لا يمكن إدخاله، هو بالفعل {2}
DocType: Tax Rule,Billing Country,إسم البلد التي يتم إرسال الفواتير إليها
DocType: Purchase Order Item,Expected Delivery Date,تاريخ التسليم المتوقع
apps/erpnext/erpnext/accounts/general_ledger.py +127,Debit and Credit not equal for {0} #{1}. Difference is {2}.,المدين والدائن لا يتساويان ل{0} # {1}. الفرق هو {2}
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +96,Entertainment Expenses,المصاريف الترفيهيه
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +192,Sales Invoice {0} must be cancelled before cancelling this Sales Order,فاتورة المبيعات {0} يجب أن يتم إلغاء قبل إلغاءأمر البيع هذا
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +60,Age,عمر
DocType: Sales Invoice Timesheet,Billing Amount,قيمة الفواتير
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +84,Invalid quantity specified for item {0}. Quantity should be greater than 0.,.الكمية المحدد للمادة {0} غير صالحة. الكمية يجب أن تكون أكبر من 0
apps/erpnext/erpnext/config/hr.py +60,Applications for leave.,.طلبات الحصول على إجازة
apps/erpnext/erpnext/accounts/doctype/account/account.py +202,Account with existing transaction can not be deleted,لا يمكن حذف حساب يحتوي علي عملية
DocType: Vehicle,Last Carbon Check,آخر مرة تم فيها التحقق من الكربون
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +100,Legal Expenses,المصاريف القانونية
DocType: Purchase Invoice,Posting Time,توقيت الترحيل
DocType: Timesheet,% Amount Billed,ـ % القيمة المفوترة
DocType: Production Order,Warehouse for reserving items,مستودع لحفظ الأصناف
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +116,Telephone Expenses,مصاريف الهاتف
DocType: Sales Partner,Logo,شعار
DocType: Naming Series,Check this if you want to force the user to select a series before saving. There will be no default if you check this.,أشر عليا إذا كنت تريد إجبار المستخدم علي تحديد سلسلة الترقيم قبل الحفظ. لن يكون هناك سلسلة إفتراضية إذا قمت بتحديد هذا
apps/erpnext/erpnext/stock/get_item_details.py +116,No Item with Serial No {0},لا يوجد صنف برقم سيريال {0}
DocType: Email Digest,Open Notifications,الإخطارات المفتوحة
DocType: Payment Entry,Difference Amount (Company Currency),(قيمة الفرق (عملة الشركه
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +77,Direct Expenses,التكاليف و المصروفات المباشرة
apps/erpnext/erpnext/controllers/recurring_document.py +210,"{0} is an invalid email address in 'Notification \
						Email Address'",ـ {0} عنوان بريدي غير صالح في الإخطار / العنوان البريدي
apps/erpnext/erpnext/selling/report/customer_acquisition_and_loyalty/customer_acquisition_and_loyalty.py +60,New Customer Revenue,إيرادات العملاء الجدد
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +117,Travel Expenses,مصاريف السفر
DocType: Maintenance Visit,Breakdown,تعطل
apps/erpnext/erpnext/controllers/accounts_controller.py +683,Account: {0} with currency: {1} can not be selected,الحساب: {0} مع العملة: {1} لا يمكن إختياره
DocType: Bank Reconciliation Detail,Cheque Date,تاريخ الشيك
apps/erpnext/erpnext/accounts/doctype/account/account.py +54,Account {0}: Parent account {1} does not belong to company: {2},الحساب {0}: الحساب الرئيسي {1} لا ينتمي إلى الشركة: {2}
DocType: Program Enrollment Tool,Student Applicants,الطلبة المتقدمين
apps/erpnext/erpnext/setup/doctype/company/company.js +60,Successfully deleted all transactions related to this company!,تم حذف جميع المعاملات المتعلقة بهذه الشركة بنجاح
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js +21,As on Date,كما في تاريخ
DocType: Appraisal,HR,الموارد البشرية
DocType: Program Enrollment,Enrollment Date,تاريخ التسجيل
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +59,Probation,تحت التجربة
apps/erpnext/erpnext/config/hr.py +115,Salary Components,مكونات الراتب
DocType: Program Enrollment Tool,New Academic Year,العام الدراسي الجديد
DocType: Stock Settings,Auto insert Price List rate if missing,إدراج تلقائي لقائمة الأسعار إن لم تكن موجودة
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +25,Total Paid Amount,إجمالي المبلغ المدفوع
DocType: Production Order Item,Transferred Qty,الكمية المحوله أو المنقولة
apps/erpnext/erpnext/config/learn.py +11,Navigating,التنقل
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +147,Planning,تخطيط
apps/erpnext/erpnext/stock/doctype/material_request/material_request_list.js +16,Issued,تم إصداره
DocType: Project,Total Billing Amount (via Time Logs),(القيمة الإجمالية للفواتير (من خلال سجل الوقت
apps/erpnext/erpnext/public/js/setup_wizard.js +301,We sell this Item,نحن نبيع هذا الصنف
apps/erpnext/erpnext/accounts/report/purchase_register/purchase_register.py +68,Supplier Id,ID رقم تعريف المورد
DocType: Payment Request,Payment Gateway Details,تفاصيل بوابة الدفع و السداد
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +224,Quantity should be greater than 0,الكمية ينبغي أن تكون أكبر من 0
DocType: Journal Entry,Cash Entry,قيد نقدي
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse_tree.js +17,Child nodes can be only created under 'Group' type nodes,المستودعات التابعة يمكن أن تنشأ فقط تحت مجموعة من نوع التابعة
DocType: Academic Year,Academic Year Name,إسم العام الدراسي
DocType: Sales Partner,Contact Desc,وصف جهة الإتصال
apps/erpnext/erpnext/config/hr.py +65,"Type of leaves like casual, sick etc.",نوع الأجازات مثل، عارضة، مرضي وغيرها
DocType: Email Digest,Send regular summary reports via Email.,إرسال تقارير موجزة منتظمة عبر البريد الإلكتروني
DocType: Payment Entry,PE-,PE-
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +115,Please set default account in Expense Claim Type {0},الرجاء تحديد الحساب الإفتراضي في نوع المطالبة بالمصروف {0}
DocType: Assessment Result,Student Name,إسم الطالب
apps/erpnext/erpnext/hooks.py +112,Assessment Schedule,جدول التقييم
DocType: Brand,Item Manager,مدير الصنف
DocType: Buying Settings,Default Supplier Type,نوع المورد الإفتراضي
DocType: Production Order,Total Operating Cost,إجمالي تكاليف التشغيل
apps/erpnext/erpnext/stock/doctype/delivery_note/delivery_note.py +150,Note: Item {0} entered multiple times,ملاحظة : الصنف {0} تم إدخاله عدة مرات
apps/erpnext/erpnext/config/selling.py +41,All Contacts.,.جميع جهات الاتصال
apps/erpnext/erpnext/public/js/setup_wizard.js +45,Company Abbreviation,إختصار الشركة
DocType: GL Entry,Party Type,نوع الحزب
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +81,Raw material cannot be same as main Item,المواد الخام لا يمكن أن تكون مثل الصنف الرئيسي
DocType: Item Attribute Value,Abbreviation,إسم مختصر
apps/erpnext/erpnext/accounts/doctype/payment_request/payment_request.py +166,Payment Entry already exists,تسجيل الدفع موجود بالفعل
apps/erpnext/erpnext/setup/doctype/authorization_control/authorization_control.py +36,Not authroized since {0} exceeds limits,غير مصرح منذ أن {0} تجاوز الحدود
apps/erpnext/erpnext/config/hr.py +110,Salary template master.,ماستر نموزج الراتب
DocType: Leave Type,Max Days Leave Allowed,أيام الاجازه المسموحه
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py +63,Set Tax Rule for shopping cart,حدد قاعدة الضريبه لعربة التسوق
DocType: Purchase Invoice,Taxes and Charges Added,أضيفت الضرائب والرسوم
,Sales Funnel,قمع المبيعات
apps/erpnext/erpnext/setup/doctype/company/company.py +45,Abbreviation is mandatory,الإسم المختصر إلزامي
DocType: Project,Task Progress,تقدم و تطور المهمة
apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py +189,Please set Naming Series for {0} via Setup &gt; Settings &gt; Naming Series,تسمية السلسلة &gt; إعدادات &gt; الرجاء تحديد تسمية السلسلة ل{0} عبر تهيئة
,Qty to Transfer,الكمية للنقل و التحويل
apps/erpnext/erpnext/config/selling.py +13,Quotes to Leads or Customers.,.عروض أسعار لمبادرة البيع أو العملاء
DocType: Stock Settings,Role Allowed to edit frozen stock,الدور الوظيفي للسماح بتعديل مخزون مجمد
,Territory Target Variance (Item Group-Wise),إنحراف تارجت المنطقه حسب مجموعة الصنف
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +102,All Customer Groups,جميع مجموعات العملاء
apps/erpnext/erpnext/accounts/doctype/budget/budget.py +106,Accumulated Monthly,مجمع شهرياً
apps/erpnext/erpnext/controllers/accounts_controller.py +644,{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2}.,ـ {0} إلزامي. ربما لم يتم إنشاء سجل سعر تحويل العملة لـ {1} إلى {2}
apps/erpnext/erpnext/accounts/doctype/tax_rule/tax_rule.py +38,Tax Template is mandatory.,.نموزج الضرائب إلزامي
apps/erpnext/erpnext/accounts/doctype/account/account.py +48,Account {0}: Parent account {1} does not exist,الحساب {0}: حسابه الرئيسي {1} غير موجود
DocType: Purchase Invoice Item,Price List Rate (Company Currency),(سعر قائمة الأسعار (عملة الشركه
DocType: Products Settings,Products Settings,إعدادات المنتجات
DocType: Account,Temporary,مؤقت
DocType: Address,Preferred Billing Address,عنوان إرسال الفواتير المفضل
DocType: Program,Courses,الكورسات/الدورات
DocType: Monthly Distribution Percentage,Percentage Allocation,نسبة التخصيص
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +87,Secretary,سكرتاريه
DocType: Global Defaults,"If disable, 'In Words' field will not be visible in any transaction",إذا تم تعطيل 'القيمة بالكلمات المفقطة' فإن الحقل لن يكون مرئي في أي عملية
DocType: Serial No,Distinct unit of an Item,وحدة متميزة من صنف
DocType: Pricing Rule,Buying,الشراء
DocType: HR Settings,Employee Records to be created by,سجلات الموظف المراد إنشاؤها بواسطة
DocType: POS Profile,Apply Discount On,تطبيق خصم على
,Reqd By Date,مطلوب في تاريخ
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +138,Creditors,الدائنون
DocType: Assessment,Assessment Name,إسم التقييم
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +91,Row # {0}: Serial No is mandatory,الصف # {0}: رقم السيريال إلزامي
DocType: Purchase Taxes and Charges,Item Wise Tax Detail,تفاصيل الضريبه حسب الصنف
apps/erpnext/erpnext/public/js/setup_wizard.js +45,Institute Abbreviation,إنشاء الإختصار
,Item-wise Price List Price,سعر قائمة الأسعار حسب الصنف
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +846,Supplier Quotation,تسعيرة المورد
DocType: Quotation,In Words will be visible once you save the Quotation.,الكلمات المفقطة تكون مرئية بمجرد حفظ التسعيرة
apps/erpnext/erpnext/schools/doctype/fees/fees.js +26,Collect Fees,تحصيل الرسوم الدراسية
DocType: Attendance,ATT-,ATT-
apps/erpnext/erpnext/stock/doctype/item/item.py +454,Barcode {0} already used in Item {1},الباركود {0} مستخدم بالفعل في الصنف {1}
DocType: Lead,Add to calendar on this date,أضف إلى الرُزْنامَة في هذا التاريخ
apps/erpnext/erpnext/config/selling.py +86,Rules for adding shipping costs.,قواعد لإضافة تكاليف الشحن
DocType: Item,Opening Stock,مخزون إفتتاحي
apps/erpnext/erpnext/support/doctype/warranty_claim/warranty_claim.py +20,Customer is required,العميل مطلوب
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +20,{0} is mandatory for Return,ـ {0} إلزامي من أجل المرتجعات
DocType: Purchase Order,To Receive,ل تستلم
apps/erpnext/erpnext/public/js/setup_wizard.js +195,user@example.com,user@example.com
DocType: Employee,Personal Email,البريد الألكتروني الشخصي
apps/erpnext/erpnext/accounts/report/budget_variance_report/budget_variance_report.py +57,Total Variance,مجموع الفروق والإنحرافات
DocType: Accounts Settings,"If enabled, the system will post accounting entries for inventory automatically.",ًإذا تم تفعيله، سيقوم النظام بترحيل القيود المحاسبية للمخزون تلقائيا
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +15,Brokerage,سمسرة أوراق مالية
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +223,Attendance for employee {0} is already marked for this day,تم وضع علامة الحضور بالفعل للموظف {0} لهذا اليوم
DocType: Address,Postal Code,الرمز البريدي
DocType: Production Order Operation,"in Minutes Updated via 'Time Log'","في دقائق تم تحديثها عبر 'سجل الوقت """
DocType: Customer,From Lead,من مبادرة بيع
apps/erpnext/erpnext/config/manufacturing.py +13,Orders released for production.,الاوامر المرسلة للإنتاج
apps/erpnext/erpnext/public/js/account_tree_grid.js +67,Select Fiscal Year...,...إختار السنة المالية
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +512,POS Profile required to make POS Entry,ملف البروفيل لنقاط البيع مطلوب لإنشاء قيد و مدخلات نقاط البيع
DocType: Program Enrollment Tool,Enroll Students,تسجيل الطلاب
DocType: Hub Settings,Name Token,Token إسم الـ
apps/erpnext/erpnext/patches/v4_0/create_price_list_if_missing.py +21,Standard Selling,البيع الإستاندر
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +129,At least one warehouse is mandatory,مستودع واحد على الأقل إلزامي
DocType: Serial No,Out of Warranty,خارج الضمان
DocType: BOM Replace Tool,Replace,إستبدل
DocType: Production Order,Unstopped,غير متوقف
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +347,{0} against Sales Invoice {1},ـ {0} مقابل فاتورة المبيعات {1}
DocType: Sales Invoice,SINV-,SINV-
DocType: Request for Quotation Item,Project Name,إسم المشروع
DocType: Supplier,Mention if non-standard receivable account,أذكر إذا كان حساب القبض ليس إستاندر
DocType: Journal Entry Account,If Income or Expense,إذا كان دخل أو تكلفة
DocType: Production Order,Required Items,الأصناف المطلوبة
DocType: Stock Ledger Entry,Stock Value Difference,فرق قيمة المخزون
apps/erpnext/erpnext/config/learn.py +239,Human Resource,الموارد البشرية
DocType: Payment Reconciliation Payment,Payment Reconciliation Payment,دفع تسوية المدفوعات
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +36,Tax Assets,ضرائب مدفوعة مقدما
DocType: BOM Item,BOM No,BOM رقم البوم
DocType: Instructor,INS/,INS/
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +149,Journal Entry {0} does not have account {1} or already matched against other voucher,قيد اليوميه {0} ليس لديه حساب {1} أو مرتبط مقابل قسيمه أخرى
DocType: Item,Moving Average,المتوسط المتحرك
DocType: BOM Replace Tool,The BOM which will be replaced,التي سيتم إستبدالها BOM البوم
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +44,Electronic Equipments,معدات إلكترونية
DocType: Account,Debit,مدين
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +49,Leaves must be allocated in multiples of 0.5,يجب تخصيص الأجازات علي أساس مضاعفات 0.5
DocType: Production Order,Operation Cost,تكلفة التشغيل
apps/erpnext/erpnext/config/hr.py +29,Upload attendance from a .csv file,.CSV رفع وتحميل الحضور من ملف
apps/erpnext/erpnext/selling/report/customer_credit_balance/customer_credit_balance.py +39,Outstanding Amt,قيمه مستحقه أو متبقيه
DocType: Sales Person,Set targets Item Group-wise for this Sales Person.,.تحديد تارجتات لمندوب المبيعات هذا حسب مجموعة الصنف
DocType: Stock Settings,Freeze Stocks Older Than [Days],[تجميد المخزون الأقدم من [أيام
apps/erpnext/erpnext/controllers/accounts_controller.py +541,Row #{0}: Asset is mandatory for fixed asset purchase/sale,الصف #{0}: الأصل إلزامي لشراءأو بيع الأصول الثابتة
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +40,"If two or more Pricing Rules are found based on the above conditions, Priority is applied. Priority is a number between 0 to 20 while default value is zero (blank). Higher number means it will take precedence if there are multiple Pricing Rules with same conditions.","إذا وجدت قاعدتان أو اكثر من قواعد التسعير مبنية على الشروط المذكورة أعلاه, فإن الأولوية تطبق. الاولوية هي رقم بين 0 و 20 والقيمة الإفتراضية هي 0 أو فاضية. القيمة الأعلى تعني أنها ستأخذ الاولوية عندما يكون هناك قواعد أسعار بنفس الشروط."
apps/erpnext/erpnext/controllers/trends.py +36,Fiscal Year: {0} does not exists,السنة المالية: {0} غير موجوده
DocType: Currency Exchange,To Currency,إلى عمله
DocType: Leave Block List,Allow the following users to approve Leave Applications for block days.,.إسمح للمستخدمين التاليين بالموافقة و التصديق على طلبات الحصول على أجازة في أيام حظر الأجازات
apps/erpnext/erpnext/config/hr.py +132,Types of Expense Claim.,.أنوع المطالبة بالمصروف
DocType: Item,Taxes,الضرائب
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +301,Paid and Not Delivered,تم الدفع ولم يتم التسليم
DocType: Project,Default Cost Center,مركز التكلفه الإفتراضي
DocType: Purchase Invoice,End Date,تاريخ النهايه
apps/erpnext/erpnext/config/stock.py +7,Stock Transactions,عمليات المخزون
DocType: Budget,Budget Accounts,حسابات الموازنة
DocType: Employee,Internal Work History,تاريخ العمل الداخلي
DocType: Depreciation Schedule,Accumulated Depreciation Amount,قيمة مجمع الإهلاك
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +42,Private Equity,الملكيةالخاصة
DocType: Maintenance Visit,Customer Feedback,رد فعل العميل
DocType: Account,Expense,مصروف
apps/erpnext/erpnext/utilities/doctype/address/address.py +81,"Company is mandatory, as it is your company address",الشركة إلزامية، كما هو عنوان شركتك
DocType: Item Attribute,From Range,من مدى
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +91,Syntax error in formula or condition: {0},خطأ في صياغة المعادلة أو الشرط: {0}
DocType: Daily Work Summary Settings Company,Daily Work Summary Settings Company,شركة إعدادات ملخص العمل اليومي
apps/erpnext/erpnext/stock/utils.py +99,Item {0} ignored since it is not a stock item,الصنف {0} تم تجاهله لانه ليس صنف مخزون
DocType: Appraisal,APRSL,APRSL
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +34,Submit this Production Order for further processing.,.إدخل أمر الإنتاج هذا لمزيد من المعالجة
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +21,"To not apply Pricing Rule in a particular transaction, all applicable Pricing Rules should be disabled.",إذا أردت عدم تطبيق قاعدة التسعير في معاملة معينة، يجب تعطيل جميع قواعد التسعير المعمول بها
DocType: Company,Domain,مجال نشاط الشركة
apps/erpnext/erpnext/hr/doctype/job_opening/job_opening.py +23,Jobs,وظائف
,Sales Order Trends,ترندات أوامر البيع
DocType: Employee,Held On,عقدت و أقيمت في
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order_calendar.js +33,Production Item,صنف إنتاج
,Employee Information,معلومات و بيانات الموظف
apps/erpnext/erpnext/public/js/setup_wizard.js +227,Rate (%),(٪) معدل
DocType: Stock Entry Detail,Additional Cost,تكلفة إضافية
apps/erpnext/erpnext/public/js/setup_wizard.js +62,Financial Year End Date,تاريخ نهاية السنة المالية
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +39,"Can not filter based on Voucher No, if grouped by Voucher",لا يمكن الفلترة إستنادا لرقم السند إذا تم تجميعها علي أساس السند
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js +737,Make Supplier Quotation,إنشاء تسعيرة مورد
DocType: Quality Inspection,Incoming,الوارد
DocType: BOM,Materials Required (Exploded),(المواد المطلوبة (المفصلة
apps/erpnext/erpnext/public/js/setup_wizard.js +185,"Add users to your organization, other than yourself","اضافة مستخدمين الى مؤسستك أو منظمتك.. غيرك أنت"
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +62,Posting Date cannot be future date,تاريخ التسجيل لا يمكن أن يكون تاريخ مستقبلي
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +96,Row # {0}: Serial No {1} does not match with {2} {3},الصف # {0}: رقم السيريال {1} لا يتطابق مع {2} {3}
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +45,Casual Leave,أجازة عارضة
DocType: Batch,Batch ID,ID رقم تعريف الدفعه
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +367,Note: {0},ملاحظة: {0}
,Delivery Note Trends,ترندات أذون الإستلام
apps/erpnext/erpnext/setup/doctype/email_digest/email_digest.py +113,This Week's Summary,ملخص هذا الأسبوع
apps/erpnext/erpnext/accounts/general_ledger.py +106,Account: {0} can only be updated via Stock Transactions,الحساب: {0} يمكن فقط تحديثه من خلال عمليات المخزون
DocType: Student Group Creation Tool,Get Courses,الحصول على دورات/كورسات
DocType: GL Entry,Party,الحزب
DocType: Sales Order,Delivery Date,تاريخ التسليم
DocType: Opportunity,Opportunity Date,تاريخ فرصة البيع
DocType: Purchase Receipt,Return Against Purchase Receipt,إرجاع مشتريات مقابل إيصال المشتريات
DocType: Request for Quotation Item,Request for Quotation Item,طلب لتسعيرة صنف
DocType: Purchase Order,To Bill,الفوتـرة
DocType: Material Request,% Ordered,تم طلبه %
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +62,Piecework,العمل بالقطعة
apps/erpnext/erpnext/accounts/report/gross_profit/gross_profit.py +69,Avg. Buying Price,متوسط. سعر الشراء
DocType: Task,Actual Time (in Hours),(الوقت الفعلي (بالساعات
DocType: Employee,History In Company,تاريخ الموظف في شركه
apps/erpnext/erpnext/config/learn.py +112,Newsletters,الرسائل الإخبارية
DocType: Address,Shipping,الشحن
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +113,Bank Transaction Reference,مرجع عملية البنك
DocType: Stock Ledger Entry,Stock Ledger Entry,قيد دفتر أستاذ المخزون
DocType: Department,Leave Block List,قائمة حظر الأجازات
DocType: Customer,Tax ID,ID معرف الضريبه
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +188,Item {0} is not setup for Serial Nos. Column must be blank,الصنف {0} لم يتم تهيئته للارقام السيريال. العمود يجب ان يكون فارغ
DocType: Accounts Settings,Accounts Settings,إعدادات الحسابات
apps/erpnext/erpnext/schools/doctype/student_applicant/student_applicant.js +4,Approve,يوافق أو يصدق
DocType: Customer,Sales Partner and Commission,شريك البيع و العموله
,Project Quantity,كمية المشروع
DocType: Opportunity,To Discuss,إلي المناقشة
apps/erpnext/erpnext/stock/stock_ledger.py +350,{0} units of {1} needed in {2} to complete this transaction.,.{0} الوحدات التي في {1} مطلوبة في {2} لإتمام هذه العمليه
DocType: SMS Settings,SMS Settings,SMS إعدادات الرسائل النصيه القصيره
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +69,Temporary Accounts,حسابات مؤقتة
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +166,Black,أسود
DocType: BOM Explosion Item,BOM Explosion Item,Explosion Item البوم لـ الصنف المفكك
DocType: Account,Auditor,مدقق حسابات
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.js +56,{0} items produced,ـ {0} أصناف تم إنتاجها
DocType: Cheque Print Template,Distance from top edge,المسافة من الحافة العلوية
DocType: Purchase Invoice,Return,مرتجع/مردودات
DocType: Production Order Operation,Production Order Operation,تشغيل أمر الإنتاج
DocType: Pricing Rule,Disable,تعطيل
DocType: Project Task,Pending Review,معلق في إنتظار المراجعة
apps/erpnext/erpnext/accounts/doctype/asset/depreciation.py +106,"Asset {0} cannot be scrapped, as it is already {1}",الأصل {0} لا يمكن تخريده، حيث أنه بالفعل {1}
DocType: Task,Total Expense Claim (via Expense Claim),(مجموع المطالبة بالمصروف (من خلال المطالبة بالمصروف
apps/erpnext/erpnext/accounts/report/sales_register/sales_register.py +70,Customer Id,ID رقم تعريف العميل
apps/erpnext/erpnext/hr/doctype/employee_attendance_tool/employee_attendance_tool.js +176,Mark Absent,وضع علامة غائب
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +122,Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},صف {0}: عملة البوم # {1} يجب أن تكون مساوية للعملة المختارة {2}
DocType: Journal Entry Account,Exchange Rate,معدل تغيير العملة
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +530,Sales Order {0} is not submitted,أمر البيع {0} لم يتم إدخاله
DocType: Homepage,Tag Line,Tag Line تاج لاين
DocType: Fee Component,Fee Component,مكون الرسوم الدراسية
DocType: Vehicle,Fleet Management,إدارة الأسطول
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +844,Add items from,إضافة عناصر من
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +97,Warehouse {0}: Parent account {1} does not bolong to the company {2},مستودع {0}: الحساب الرئيسي {1} لا يخص الشركة {2}
DocType: Cheque Print Template,Regular,منتظم
DocType: BOM,Last Purchase Rate,آخر سعر شراء
DocType: Account,Asset,الأصل
DocType: Project Task,Task ID,ID رقم تعريف المهمه
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +87,Stock cannot exist for Item {0} since has variants,لا يمكن وجود مخزون للصنف {0} طالما لديه متغيرات
,Sales Person-wise Transaction Summary,ملخص العمليات حسب مندوب المبيعات
DocType: Training Event,Contact Number,رقم جهة الإتصال
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +141,Warehouse {0} does not exist,مستودع {0} غير موجود
apps/erpnext/erpnext/hub_node/page/hub/register_in_hub.html +2,Register For Revalue Hub,سجل في محور ريفاليو
DocType: Monthly Distribution,Monthly Distribution Percentages,نسبة التوزيع الشهري
apps/erpnext/erpnext/stock/doctype/batch/batch.py +16,The selected item cannot have Batch,الصنف الذي تم إختياره لا يمكن أن يكون له باتش
DocType: Delivery Note,% of materials delivered against this Delivery Note,ـ ٪ من المواد التي تم توريدها مقابل إذن تسليم هذا
DocType: Project,Customer Details,تفاصيل العميل
DocType: Employee,Reports to,تقارير إلى
DocType: SMS Settings,Enter url parameter for receiver nos,لأرقام مستلمي الرسائل URL إدخل متغير/بارامتر رابط
DocType: Payment Entry,Paid Amount,القيمه المدفوعه
DocType: Assessment,Supervisor,المشرف
apps/erpnext/erpnext/accounts/page/pos/pos.js +688,Online,متصل بالانترنت
